@relation EvolutionChain

@attribute EventTn_3Tn_2 {forming,continuing,growing,shrinking,merging,splitting,dissolving}
@attribute EventTn_2Tn_1 {continuing,growing,shrinking,merging,splitting,dissolving}
@attribute EventTn_1Tn {continuing,growing,shrinking,merging,splitting,dissolving}
@attribute EventTnTn1 {continuing,growing,shrinking,merging,splitting,dissolving}

@data
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
merging,splitting,splitting,merging
