0	1
0	2
0	195
0	5
0	135
0	201
0	330
0	142
0	215
0	293
0	172
0	301
0	238
0	176
0	177
0	178
0	115
0	243
0	181
0	118
0	311
0	186
0	378
0	380
0	254
1	401
1	358
1	88
1	204
1	31
2	3
3	4
4	224
4	323
4	5
4	6
4	297
5	133
5	6
5	182
5	7
6	400
6	195
6	215
6	42
6	378
6	395
6	365
6	79
6	399
7	135
7	8
8	355
8	134
8	135
8	13
8	366
9	372
10	155
11	348
12	371
14	135
15	355
16	182
17	275
18	134
18	167
18	382
18	158
19	355
20	281
21	182
22	302
23	284
24	134
24	344
24	350
25	135
25	302
26	398
27	135
27	124
27	207
28	355
29	329
30	355
31	302
32	292
33	124
34	135
35	304
35	348
36	332
37	375
38	173
39	292
40	220
41	134
43	134
44	167
44	94
44	255
45	292
45	182
46	257
47	308
48	97
49	134
50	329
51	175
52	399
53	124
54	112
54	115
54	102
54	138
55	195
56	124
57	310
58	124
59	304
60	266
60	186
60	127
61	304
62	214
62	330
62	142
62	175
63	312
64	124
65	134
66	130
67	134
67	182
68	178
69	257
70	177
71	314
72	182
72	328
73	254
74	124
75	124
76	384
76	385
76	329
77	146
77	175
78	186
78	318
79	326
79	170
80	140
80	109
81	259
82	84
82	180
82	396
82	175
83	124
85	294
85	391
85	361
85	377
85	330
85	252
85	380
85	381
85	174
86	149
87	259
88	257
88	388
88	389
88	207
89	259
89	175
90	322
91	176
91	134
91	102
91	390
91	135
91	263
91	106
91	302
91	94
92	127
93	355
93	214
94	195
94	131
94	356
94	376
94	332
94	268
94	175
94	159
95	124
96	134
97	329
98	152
99	204
100	331
100	302
101	140
102	331
102	285
102	350
102	302
102	271
103	254
104	175
105	124
106	353
107	213
107	182
108	266
109	134
109	379
110	177
110	155
111	135
112	154
112	140
113	201
113	170
113	127
114	182
116	213
117	379
118	170
119	259
119	167
119	158
120	182
121	272
121	171
121	175
122	161
123	182
124	257
124	193
124	197
124	200
124	147
124	156
124	350
124	288
124	354
124	291
124	163
124	295
124	169
124	302
124	242
124	246
124	376
124	250
124	317
124	191
125	332
125	158
126	252
127	177
127	341
127	236
127	349
128	402
129	338
130	354
131	176
131	272
131	146
131	140
132	386
132	261
132	326
132	394
132	302
133	178
133	134
133	137
133	395
134	136
134	138
134	203
134	139
134	141
134	206
134	143
134	156
134	221
134	157
134	233
134	238
134	240
134	373
135	387
135	262
135	326
135	392
135	393
135	137
135	394
135	141
135	272
135	146
135	216
135	217
135	282
135	355
135	229
135	180
135	308
135	372
135	182
135	248
135	376
136	138
137	181
138	374
138	327
138	313
139	176
139	178
139	140
140	352
140	355
140	328
140	394
140	173
140	180
140	153
140	186
140	346
140	156
140	254
141	182
141	316
141	174
142	290
142	174
142	175
144	397
145	254
146	371
146	195
146	296
148	340
149	176
150	164
151	257
152	182
155	343
155	220
156	182
158	182
159	370
159	328
159	382
160	253
161	355
161	236
161	239
162	176
164	355
165	182
166	258
167	214
167	342
167	237
167	366
168	328
170	320
170	356
170	357
170	172
172	257
172	213
173	176
173	214
173	238
174	261
174	213
174	394
174	284
174	190
175	257
175	264
175	201
175	397
175	207
175	212
175	342
175	214
175	217
175	350
175	222
175	351
175	227
175	359
175	244
175	182
175	315
175	381
175	317
176	356
176	295
176	180
176	216
176	217
176	379
177	179
177	375
177	363
177	204
178	208
178	214
178	216
178	296
179	218
180	219
180	254
181	258
181	220
182	322
182	265
182	266
182	272
182	400
182	274
182	211
182	278
182	281
182	221
182	355
182	357
182	298
182	301
182	240
182	369
182	309
182	186
182	250
182	187
182	251
182	379
182	318
182	383
183	338
184	189
185	342
186	230
188	346
189	326
190	219
192	358
192	199
192	301
194	217
195	360
195	329
195	205
196	302
198	359
198	222
202	254
204	213
204	230
204	254
206	254
207	229
207	233
209	324
209	358
210	305
210	273
210	340
210	362
210	303
212	245
212	279
212	311
212	238
213	259
213	355
213	360
213	253
214	260
214	216
214	298
214	394
214	299
214	255
215	256
215	348
216	308
217	400
217	257
218	259
218	293
218	396
218	398
219	260
219	262
220	260
220	261
221	262
221	328
222	294
223	352
225	254
226	276
226	325
226	294
227	306
228	326
229	373
229	342
231	363
232	307
232	374
234	365
235	245
235	375
238	355
239	266
241	339
241	376
241	333
244	343
244	335
247	337
247	328
249	352
250	339
252	375
253	257
253	300
254	321
254	355
254	358
254	360
254	267
254	302
254	401
254	308
254	310
254	378
254	348
255	401
255	302
256	324
256	330
257	355
257	324
258	325
258	376
259	325
259	329
260	326
261	338
261	345
261	331
261	364
262	353
262	323
262	332
262	382
269	378
269	333
270	355
275	379
277	366
278	339
280	367
283	369
286	371
287	329
287	333
289	365
290	377
292	358
294	354
295	355
296	358
297	361
299	362
300	362
301	355
302	359
302	368
302	308
302	310
302	376
304	382
306	308
306	328
306	345
306	366
308	394
308	399
310	397
312	378
314	393
316	390
319	398
320	395
323	355
323	377
324	402
324	378
325	379
326	382
327	395
327	382
329	394
329	366
331	395
332	386
334	390
334	394
336	396
336	349
340	397
341	364
344	396
344	398
347	380
350	378
360	367
368	400
370	401
371	402
